class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-color;has-ring;ring-type;habitat;season
e;1.57;x;g;y;f;a;c;w;6.12;1.51;y;f;f;g;a
e;11.52;f;t;g;f;s;c;u;6.88;20.22;b;f;f;l;w
p;6.33;p;s;n;f;a;c;w;10.36;12.86;w;t;z;g;w
p;3.94;o;t;w;f;f;f;f;4.7;25.6;w;t;f;d;a
p;5.48;x;i;e;f;e;c;y;5.45;6.44;o;f;f;m;u
p;6.51;b;y;n;f;a;c;p;13.39;18.01;w;f;f;d;a
p;13.43;x;t;n;f;e;c;w;11.72;16.44;w;t;e;d;a
e;8.73;p;s;w;f;e;c;w;19.65;12.11;w;t;e;d;u
p;3.05;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;w
e;11.1;x;i;n;t;e;c;p;9.21;17.84;w;t;p;d;a
p;1.42;p;t;n;f;a;c;g;6.59;2.19;y;t;e;m;a
p;3.88;f;t;u;f;a;c;w;5.58;8.83;y;f;f;d;u
p;4.18;b;t;n;f;x;c;p;6.59;4.94;n;f;f;g;u
e;3.77;x;t;n;f;d;c;o;6.07;7.63;w;f;f;d;w
p;5.83;p;y;g;f;a;c;k;9.43;13.35;w;t;z;g;s
p;3.12;x;i;e;f;a;c;e;3.98;4.6;e;f;f;d;a
p;4.46;s;t;n;t;d;c;p;6.18;5.71;e;f;f;d;u
e;6.75;x;s;k;f;a;c;w;4.46;15.0;w;f;f;d;u
e;3.51;x;t;w;f;x;c;n;7.49;6.64;n;t;f;g;s
p;1.15;b;h;n;f;a;c;n;3.5;1.17;n;f;f;g;s
p;3.38;f;s;w;f;d;c;w;3.11;7.65;w;f;f;g;u
p;8.33;x;t;n;f;a;d;w;8.67;24.07;w;f;f;d;a
p;4.37;s;t;u;f;a;c;w;4.71;7.79;w;f;f;d;a
p;6.24;f;t;y;f;s;d;y;4.52;9.59;y;f;f;d;a
e;2.79;x;k;n;f;p;c;y;4.66;9.64;n;f;f;d;a
e;9.77;x;h;n;f;p;d;y;8.91;13.66;n;f;f;h;u
p;5.06;s;d;o;f;d;c;y;3.62;6.08;o;f;f;h;u
p;4.7;x;s;y;f;a;c;k;8.71;8.2;y;t;z;d;w
e;5.58;x;d;b;f;d;d;b;5.98;12.48;w;f;f;g;a
e;0.93;p;g;w;f;a;c;g;2.86;1.62;w;f;f;d;u
e;7.49;x;y;y;f;a;c;w;5.16;21.71;n;t;e;d;a
e;6.02;f;s;n;f;s;c;w;5.46;10.0;w;f;f;g;u
e;3.3;x;d;o;f;a;c;o;4.51;6.58;e;f;f;m;a
e;13.74;x;e;n;t;e;c;w;9.88;17.35;w;t;f;d;u
e;4.21;x;t;n;f;d;c;o;6.47;7.64;o;f;f;d;a
p;3.45;x;i;e;f;a;c;e;4.67;4.95;e;f;f;d;a
p;1.64;f;t;n;f;a;c;n;6.69;2.78;y;f;f;g;u
p;7.74;x;t;g;t;x;c;n;8.42;19.93;n;f;f;d;a
e;17.69;p;w;n;f;p;c;w;12.82;53.69;n;f;f;d;u
e;11.54;x;h;n;t;p;c;y;8.92;18.94;n;t;p;d;u
p;4.49;x;s;y;f;a;c;k;8.98;8.12;y;t;z;d;u
e;1.39;x;w;n;f;a;d;k;4.75;2.2;w;f;f;g;u
p;11.01;x;e;y;t;p;c;o;8.33;24.78;e;f;f;d;u
e;12.56;f;e;n;f;d;c;w;8.11;24.08;w;f;f;l;w
e;8.32;p;s;n;t;e;c;g;4.86;16.2;w;t;r;m;a
e;45.63;o;y;y;f;p;c;y;4.69;30.47;k;f;f;d;s
p;2.9;o;s;r;f;f;f;f;0.0;0.0;f;t;f;d;w
p;6.86;c;k;w;t;x;c;r;8.25;13.82;w;f;f;d;a
p;6.86;x;h;e;f;x;d;w;5.71;17.2;w;f;f;d;u
p;8.1;x;g;n;f;e;c;w;8.73;15.44;w;t;p;d;u
p;10.6;o;t;n;f;f;f;f;2.83;23.49;n;f;f;d;u
p;8.26;x;t;e;f;x;d;w;7.09;18.47;w;f;f;d;a
p;3.3;b;y;e;f;e;c;n;3.9;3.35;w;t;e;d;a
e;10.21;s;s;n;f;x;c;n;6.71;21.79;p;f;f;d;u
e;8.31;f;s;u;f;a;c;w;4.04;15.55;w;f;f;d;u
p;3.82;x;y;n;f;a;c;w;5.45;3.34;n;t;r;d;a
e;3.98;x;t;y;f;a;c;o;4.22;9.24;w;f;f;d;a
p;4.67;c;e;y;t;x;c;y;6.6;12.75;w;f;f;g;u
e;5.18;b;g;n;f;a;d;g;5.34;3.63;n;f;f;d;u
p;0.7;f;t;o;f;d;c;o;4.52;0.95;o;f;f;g;a
e;11.14;s;t;p;t;d;c;o;6.69;18.66;w;f;f;d;a
p;21.17;x;k;w;t;d;d;w;6.22;34.18;w;f;f;d;w
p;5.96;x;t;n;f;s;c;g;4.78;6.0;n;f;f;d;w
p;18.7;f;s;n;f;d;c;y;5.3;30.13;k;f;f;d;a
p;1.91;f;t;w;f;a;c;w;3.21;3.4;w;f;f;d;a
e;6.55;x;t;y;f;e;c;w;5.94;12.53;y;t;g;d;a
p;4.7;c;e;y;t;x;c;r;6.74;12.67;w;f;f;d;a
p;8.24;f;d;n;t;d;c;w;6.17;10.04;n;f;f;d;a
e;3.08;x;d;n;f;p;c;n;5.5;10.31;n;f;f;d;a
e;8.34;f;s;w;f;e;c;n;4.9;13.32;w;t;e;m;u
p;4.65;x;t;w;f;a;c;w;3.25;11.06;y;f;f;d;a
e;11.16;s;t;w;t;d;c;p;4.84;21.39;w;f;f;d;a
e;9.89;x;e;l;f;x;c;w;8.7;24.41;w;f;f;d;u
e;6.68;x;s;k;f;a;c;w;3.63;12.06;w;f;f;d;u
p;5.29;o;s;n;f;a;c;w;0.0;0.0;f;f;f;d;u
e;4.3;x;h;n;f;x;c;w;5.15;5.46;n;t;r;d;w
p;3.32;x;d;w;f;d;d;p;3.21;2.4;w;f;f;g;a
p;3.23;f;t;e;f;x;c;w;3.91;6.3;w;f;f;d;u
e;7.98;s;t;g;f;s;c;p;7.07;20.29;u;f;f;g;a
e;3.05;b;y;n;f;a;c;n;6.74;3.33;w;f;f;d;u
e;14.88;x;e;n;t;e;c;w;10.2;17.41;w;t;f;d;a
e;14.86;f;s;w;f;a;d;k;6.21;22.01;w;f;f;d;u
e;11.59;f;s;w;f;e;c;w;19.08;13.37;w;t;e;u;s
p;6.36;x;i;y;f;a;c;k;7.11;7.05;n;t;z;d;a
p;2.5;x;g;n;f;a;c;p;6.85;2.53;w;f;f;d;u
p;6.37;x;t;n;f;s;c;n;5.83;8.81;n;f;f;d;a
p;3.06;x;t;w;f;x;c;p;8.69;4.11;n;f;f;d;a
e;10.91;x;t;n;t;p;c;y;8.84;23.23;n;f;f;d;a
p;1.45;x;g;y;f;d;d;n;1.75;2.27;n;f;f;h;a
p;4.39;x;i;e;f;a;c;e;4.93;6.73;e;f;f;d;a
e;48.3;o;y;y;f;p;c;y;5.92;38.69;n;f;f;d;u
p;8.09;s;h;n;t;d;c;g;4.57;13.24;g;f;f;d;a
p;7.06;s;d;n;t;d;c;w;6.62;8.75;n;f;f;d;u
e;7.14;x;d;e;t;p;c;y;6.12;12.92;y;f;f;d;a
p;15.39;x;s;w;f;s;c;p;6.31;16.75;n;f;f;d;u
e;5.22;c;t;g;f;f;f;f;4.87;19.09;n;f;f;l;s
p;12.55;x;h;o;f;e;c;w;16.58;16.91;w;t;p;d;u
p;15.05;s;t;n;t;d;c;n;4.75;24.06;n;f;f;l;a
p;4.01;f;t;n;f;x;c;p;7.52;3.55;n;f;f;l;u
e;10.14;f;t;n;t;a;c;w;11.55;17.49;w;t;g;d;u
e;5.5;c;h;n;f;e;c;w;11.21;12.84;n;f;f;d;u
p;7.36;x;w;n;f;x;c;w;14.25;7.1;n;f;f;d;u
e;17.89;f;y;n;f;a;c;w;23.42;20.2;n;t;m;m;u
p;3.27;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;w
p;7.15;o;k;o;f;a;c;o;1.35;13.53;n;f;f;d;a
p;8.96;x;y;n;f;a;c;n;10.26;11.22;y;t;f;d;u
e;9.55;f;y;e;f;a;c;w;6.89;27.27;n;t;e;d;w
e;12.97;x;e;y;f;x;c;w;8.85;26.73;w;f;f;d;u
p;3.93;f;k;n;f;s;c;p;4.26;3.4;n;f;f;g;u
e;2.9;x;k;n;f;p;c;e;4.43;9.95;n;f;f;d;a
e;2.95;s;d;g;t;d;c;p;3.97;5.02;g;f;f;d;a
p;8.09;x;i;y;f;a;c;k;7.43;7.22;n;t;z;d;u
p;17.84;x;g;k;f;p;c;y;5.77;41.63;n;f;f;d;w
e;9.45;x;h;n;t;p;c;y;6.56;17.52;n;t;p;d;u
e;5.82;x;h;o;f;a;d;w;7.05;6.47;n;f;f;d;a
p;14.29;x;k;n;t;p;c;e;8.19;28.43;y;f;f;d;u
p;3.73;b;w;r;f;a;c;r;5.01;6.84;y;f;f;d;u
e;4.39;x;t;o;f;p;c;n;4.95;11.63;n;f;f;d;a
e;13.88;x;w;n;f;p;c;w;16.32;62.77;n;f;f;d;u
p;1.2;f;s;y;f;f;f;f;3.02;5.2;y;f;f;d;a
e;9.77;p;y;n;t;e;c;p;8.67;16.61;w;t;l;d;a
p;4.61;f;k;w;f;s;c;p;3.96;3.27;n;f;f;g;a
p;1.57;x;t;n;f;a;c;k;5.26;2.68;n;f;f;g;u
e;4.77;x;y;n;f;s;c;w;4.94;7.99;w;f;f;d;u
p;6.82;x;w;p;f;s;c;p;3.96;10.07;p;f;f;d;a
p;5.3;f;k;n;f;d;c;n;5.81;6.72;y;t;f;d;a
e;3.82;x;t;w;f;x;c;w;8.56;9.92;n;t;f;d;s
p;6.7;f;d;n;f;a;c;y;5.58;6.93;n;t;f;d;a
e;1.16;c;g;n;f;a;c;w;4.55;1.27;g;f;f;l;u
p;3.1;f;d;b;f;x;c;y;4.12;2.88;n;f;f;l;a
e;7.94;f;s;n;f;s;c;y;8.75;11.88;n;f;f;d;a
e;14.12;f;t;l;f;d;c;y;2.62;16.93;w;f;f;d;w
p;2.94;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;u
p;9.96;x;y;n;f;a;c;y;10.97;11.64;y;t;f;d;a
e;4.83;x;t;o;f;p;c;n;4.59;11.73;n;f;f;d;u
p;0.77;x;g;e;f;a;c;n;4.01;1.03;k;f;f;d;u
p;5.87;b;t;w;f;e;c;w;12.63;13.25;w;t;e;d;u
p;2.08;b;g;w;f;a;c;n;5.88;3.3;n;f;f;g;u
e;0.85;b;g;g;f;a;c;g;2.8;1.34;w;f;f;d;s
e;18.86;p;t;n;f;p;c;y;15.15;56.2;n;f;f;d;u
p;19.68;f;d;o;f;p;c;y;5.57;39.31;n;f;f;d;w
p;3.62;c;i;y;f;a;c;n;5.67;7.38;w;f;f;d;a
e;15.96;f;t;n;f;a;d;k;7.2;21.43;w;f;f;d;a
p;11.45;x;t;w;f;x;c;w;11.58;14.65;w;f;f;d;a
p;12.03;x;s;w;f;s;c;p;6.9;17.43;n;f;f;d;u
e;3.78;x;h;n;f;a;c;k;5.57;6.88;w;f;f;d;a
e;7.72;x;t;n;t;p;c;g;8.96;21.0;w;f;f;d;a
e;8.75;x;d;e;t;p;c;y;5.84;13.57;e;f;f;d;u
p;10.89;x;d;o;f;a;c;y;10.96;21.94;y;t;r;d;a
e;1.91;f;y;n;f;a;d;p;5.43;3.32;n;f;f;h;a
p;7.26;s;t;g;t;d;c;w;4.2;12.21;r;f;f;d;a
p;13.02;f;g;e;f;e;c;w;16.56;17.92;w;t;p;d;a
p;5.8;f;y;u;f;s;c;y;7.21;15.8;e;f;f;d;a
p;7.79;x;i;n;f;a;c;n;9.25;14.3;n;f;f;h;a
e;18.72;p;y;n;f;a;c;w;27.73;23.06;n;t;m;d;a
p;4.28;s;k;y;f;p;c;n;2.83;5.46;n;t;f;d;u
p;3.15;b;h;r;f;s;c;u;5.52;7.21;n;t;e;g;a
e;7.68;x;s;w;f;s;c;w;7.64;28.65;w;f;f;d;u
e;3.09;x;t;u;f;a;d;w;6.68;5.34;w;f;f;d;w
e;4.68;x;h;n;f;x;c;n;6.0;6.54;n;t;r;d;w
e;6.39;c;t;g;f;f;f;f;6.56;22.41;n;f;f;l;s
e;4.61;x;t;n;f;p;c;n;4.21;11.16;e;f;f;d;a
e;4.74;x;t;y;f;x;c;g;5.9;3.72;w;f;f;d;u
p;5.47;b;i;e;f;e;c;g;5.45;7.44;o;f;f;m;a
p;0.59;x;g;o;f;a;c;y;3.58;0.69;w;f;f;d;a
p;10.46;p;t;n;f;p;c;w;11.12;31.63;n;f;f;d;u
p;7.52;f;t;e;f;x;d;w;7.06;17.92;w;f;f;d;u
p;1.65;b;h;n;f;a;c;n;4.48;1.44;n;f;f;d;a
p;7.02;o;t;o;f;a;c;y;1.58;15.54;y;f;f;d;a
p;7.69;x;s;n;f;s;c;g;5.37;7.03;n;f;f;d;w
p;5.46;b;i;o;f;e;c;y;5.34;6.21;k;f;f;g;a
p;3.03;f;d;n;f;x;c;w;4.68;3.16;n;f;f;l;u
p;3.78;o;t;w;f;f;f;f;5.87;31.2;w;t;f;d;a
p;1.5;b;h;n;f;a;c;n;4.44;1.39;n;f;f;g;u
p;3.18;x;t;n;f;x;c;p;8.37;4.47;p;f;f;d;u
p;10.12;x;t;u;t;x;c;u;9.98;21.9;g;f;f;d;a
p;14.53;x;d;e;f;p;c;y;3.9;34.6;n;f;f;d;w
p;3.33;f;y;e;f;e;c;w;4.27;3.38;w;t;e;d;u
e;4.68;s;s;o;f;d;d;b;5.95;12.59;w;f;f;m;a
e;15.79;x;y;n;t;e;c;w;9.85;18.39;w;t;f;g;a
e;7.67;x;d;n;t;p;c;r;5.59;12.91;y;f;f;d;a
p;4.64;c;i;y;f;a;c;n;6.52;7.74;w;f;f;d;u
p;5.07;f;l;y;f;x;d;e;6.79;5.39;n;f;f;l;u
e;17.95;x;e;n;f;a;c;w;10.14;27.14;w;f;f;l;a
p;7.9;f;t;n;f;x;c;w;10.36;12.63;w;f;f;d;u
p;3.53;f;d;n;f;x;c;y;4.33;2.81;n;f;f;d;u
e;2.53;x;t;b;f;a;d;u;6.71;4.82;w;f;f;d;u
p;4.28;x;t;w;f;a;c;g;2.93;12.12;y;f;f;d;a
p;12.68;s;t;n;t;d;c;n;6.73;14.89;n;f;f;h;u
e;4.6;f;t;w;f;x;c;n;6.99;4.31;w;f;f;d;u
p;3.44;f;y;p;f;e;c;n;4.14;3.39;w;t;e;d;u
e;10.9;f;t;l;f;s;c;b;7.85;21.37;b;f;f;l;a
e;1.44;x;s;y;f;d;c;w;6.08;1.51;y;f;f;g;u
p;6.18;o;e;n;f;a;c;y;1.52;12.99;y;f;f;d;a
p;4.06;b;w;u;f;a;c;g;6.32;5.89;u;f;f;d;u
e;9.45;f;d;w;f;s;c;w;8.07;31.15;w;f;f;d;s
p;1.34;x;s;y;f;f;f;f;3.68;6.33;y;f;f;d;a
p;0.92;b;t;y;f;a;c;g;3.08;2.4;n;t;f;g;u
e;14.46;x;h;n;t;p;c;y;9.8;22.65;n;f;f;d;a
e;7.32;x;y;w;f;e;c;p;4.97;11.49;w;t;e;g;u
p;2.29;c;h;y;f;a;c;y;8.18;3.19;y;f;f;g;a
e;8.01;x;h;y;f;p;c;y;7.23;15.44;y;t;f;d;u
e;3.87;x;h;n;f;x;c;w;4.7;5.06;n;t;r;d;u
e;10.0;f;t;n;f;s;c;g;8.04;22.03;u;f;f;g;a
e;7.55;x;h;n;f;p;d;y;7.2;13.17;n;f;f;h;a
p;11.7;x;d;y;f;a;c;y;10.26;22.47;o;t;r;d;u
e;4.54;x;s;o;f;p;c;n;4.36;9.11;e;f;f;d;a
p;12.44;s;t;n;t;d;c;b;4.91;25.94;g;f;f;l;a
e;4.04;s;t;n;f;f;f;f;6.54;7.56;y;f;f;d;a
p;3.41;f;s;g;f;d;c;w;3.69;9.57;w;f;f;g;a
e;4.43;x;t;w;f;x;c;g;6.79;3.93;w;f;f;d;u
e;1.48;x;t;n;f;d;c;w;5.03;1.63;y;f;f;d;u
p;7.81;x;g;n;f;e;c;w;9.14;17.19;w;t;p;d;a
p;1.54;c;t;y;f;a;c;n;7.94;2.91;y;f;f;g;a
p;0.6;f;t;o;f;d;c;o;4.79;1.03;o;f;f;g;u
p;3.78;c;e;y;t;x;c;r;5.67;11.57;w;f;f;d;a
p;5.26;b;i;e;f;e;c;y;6.62;7.5;y;f;f;g;a
e;3.82;x;k;n;f;p;c;e;4.58;10.23;n;f;f;d;a
e;5.88;s;t;n;f;d;c;w;4.81;7.57;w;f;f;l;a
p;4.33;x;t;w;f;x;c;p;9.08;3.75;p;f;f;d;u
p;1.78;f;h;n;f;a;c;n;7.15;2.48;y;f;f;g;u
e;0.95;p;g;g;f;a;c;g;2.86;1.52;w;f;f;d;a
p;1.51;x;g;y;f;d;d;n;2.41;2.86;n;f;f;h;a
p;6.79;x;t;y;f;s;d;y;5.29;12.98;y;f;f;d;a
e;15.48;f;t;l;f;d;c;w;2.82;17.59;w;f;f;d;a
p;14.27;s;k;w;t;d;d;w;6.15;27.56;w;f;f;d;a
e;6.87;x;s;b;f;x;c;w;7.28;11.9;n;f;f;l;w
p;9.13;p;y;n;f;a;c;p;15.75;19.06;w;f;f;d;a
p;3.03;b;t;n;f;a;c;g;5.37;2.25;n;f;f;d;u
p;3.48;b;t;k;f;a;c;k;8.29;2.48;n;f;f;g;u
e;4.36;x;h;o;f;a;d;w;6.09;5.96;n;f;f;d;w
e;14.61;x;y;n;t;e;c;w;9.2;16.81;w;t;f;d;u
p;2.4;b;g;w;f;a;c;n;6.5;3.19;n;f;f;g;s
p;7.93;x;g;n;f;e;c;w;9.05;18.3;w;t;p;d;a
e;5.82;x;h;y;f;p;c;y;7.09;14.67;y;t;f;d;u
p;12.75;x;t;g;t;d;c;b;4.88;24.06;g;f;f;g;a
p;4.63;o;t;n;f;a;c;w;0.0;0.0;f;f;f;d;u
p;2.65;f;s;g;f;d;c;w;2.96;7.87;w;f;f;g;u
p;5.37;s;t;n;t;d;c;p;5.29;4.67;n;f;f;d;a
p;7.18;x;i;y;f;a;c;n;6.51;6.38;n;t;z;g;a
e;3.65;s;t;y;f;f;f;f;6.5;7.47;o;f;f;d;a
p;1.51;b;h;n;f;a;c;n;4.14;1.2;n;f;f;d;s
p;4.57;f;l;e;f;x;d;y;6.5;5.11;y;f;f;d;u
p;7.23;x;y;y;f;a;c;n;10.24;10.59;y;t;f;d;a
p;1.06;x;g;w;f;a;d;w;3.61;1.5;e;f;f;l;u
e;5.68;s;s;o;f;d;d;b;4.34;10.78;w;f;f;d;w
p;3.55;x;i;e;f;a;c;e;3.86;4.28;e;f;f;d;a
p;7.52;f;t;r;f;x;c;y;7.26;14.25;w;f;f;d;a
p;2.94;f;t;w;f;x;c;p;8.08;3.72;n;f;f;d;a
p;5.43;b;y;r;f;s;c;g;6.11;7.31;l;t;e;g;a
p;5.63;p;y;g;f;a;c;k;9.37;11.75;w;t;z;d;a
e;7.34;x;s;y;f;d;d;w;8.4;12.0;n;t;f;d;a
p;20.84;s;k;w;t;d;d;n;7.48;32.78;w;f;f;d;w
p;11.05;o;t;e;f;f;f;f;3.37;25.95;n;f;f;d;u
e;8.58;x;s;w;f;s;c;w;6.84;29.71;w;f;f;m;u
e;3.97;x;d;n;f;p;c;e;4.01;9.56;n;f;f;d;a
e;18.85;f;y;n;f;a;c;w;22.99;20.32;n;t;m;m;u
e;1.69;c;g;n;f;a;c;g;5.3;1.39;g;f;f;l;a
e;3.88;f;h;o;f;a;d;w;7.12;4.14;o;f;f;d;a
e;7.77;f;s;n;f;s;c;w;6.77;10.43;w;f;f;l;u
e;6.32;x;t;n;f;a;d;n;6.75;5.18;w;t;l;d;w
e;2.77;b;y;n;f;a;c;n;6.26;2.51;w;f;f;d;w
p;7.56;x;s;r;t;s;d;r;5.77;15.84;w;f;f;d;u
p;3.54;f;t;w;f;x;c;p;6.98;3.65;p;f;f;l;a
e;6.84;x;t;n;f;p;d;y;7.34;12.95;n;f;f;g;u
p;4.77;x;h;o;f;a;c;y;5.72;7.78;o;f;f;g;a
p;4.13;s;k;y;f;p;c;n;3.24;5.35;n;t;f;d;u
p;8.26;x;t;n;f;x;c;w;10.37;11.83;w;f;f;h;a
p;8.66;x;y;w;t;a;c;n;7.94;14.0;w;t;l;g;u
e;15.19;x;s;n;t;e;c;g;11.05;17.24;w;t;r;m;u
p;1.57;b;h;n;f;a;c;n;5.08;1.4;n;f;f;d;u
p;0.6;x;g;o;f;a;c;y;3.6;0.75;w;f;f;d;u
e;11.65;s;e;n;f;a;c;w;8.58;23.93;w;f;f;l;a
e;6.31;x;h;n;f;x;c;w;6.2;6.63;n;t;r;d;a
e;7.35;x;d;y;t;p;c;y;4.0;11.52;y;f;f;d;a
e;6.0;x;s;w;f;e;c;k;5.0;12.37;w;t;e;g;u
p;5.9;x;s;r;t;s;d;w;4.61;12.73;w;f;f;d;u
e;6.05;o;l;n;f;f;f;f;7.66;61.89;n;f;f;l;a
p;4.02;f;l;n;f;x;d;y;6.17;5.12;y;f;f;d;u
e;5.67;x;d;e;t;p;c;r;5.3;11.67;y;f;f;d;a
e;5.86;p;t;n;f;f;f;f;6.41;22.02;n;f;f;d;s
p;2.79;x;g;e;f;a;c;w;6.19;2.53;n;f;f;d;u
p;4.37;s;d;y;f;d;c;o;4.18;6.86;o;f;f;d;u
p;3.1;f;y;o;f;d;c;o;3.11;5.56;o;f;f;h;a
e;17.68;s;s;w;f;a;d;k;7.26;23.23;w;f;f;d;u
p;8.05;o;t;e;f;f;f;f;3.56;26.87;n;f;f;d;u
p;3.92;x;t;n;f;s;c;p;5.89;9.68;w;t;z;d;a
e;9.07;f;s;w;f;s;c;w;7.28;32.43;w;f;f;d;s
p;3.1;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;u
p;3.64;s;w;u;f;a;c;g;4.9;5.25;u;f;f;d;u
p;9.64;x;t;n;f;p;c;w;10.81;28.84;n;f;f;d;u
p;7.54;f;h;r;f;a;c;w;10.68;14.05;w;t;g;d;a
p;2.27;f;h;y;f;a;c;y;6.89;3.0;y;f;f;g;a
p;1.57;b;h;n;f;a;c;n;4.19;1.46;n;f;f;d;a
e;2.08;x;t;u;f;a;d;w;4.44;3.76;w;f;f;d;u
e;8.06;x;d;n;t;p;c;y;7.75;16.3;y;f;f;d;u
p;2.77;f;w;n;t;d;c;y;2.96;4.97;n;f;f;d;u
p;3.14;b;t;n;f;a;c;k;8.51;2.4;g;f;f;g;a
e;5.83;f;i;n;f;e;c;p;4.93;12.51;w;t;l;w;a
e;6.86;f;s;n;f;s;c;y;8.64;11.9;o;f;f;d;a
e;5.48;p;s;w;f;e;c;p;4.79;11.71;w;t;e;m;u
p;7.64;b;y;n;f;a;c;p;12.96;16.97;w;f;f;d;a
e;6.38;x;l;w;f;d;c;p;3.44;8.51;w;f;f;g;a
e;7.58;x;t;g;t;p;c;g;11.02;24.79;w;f;f;d;u
p;2.71;p;t;n;f;a;c;n;7.65;2.46;y;t;e;m;a
p;15.46;x;h;o;f;e;c;w;18.27;17.51;w;t;p;d;a
e;7.72;f;t;p;f;x;c;w;6.81;15.83;w;f;f;d;a
e;5.54;x;h;n;f;e;c;w;11.51;11.96;n;f;f;d;u
p;7.55;p;y;w;f;a;c;p;14.92;17.76;w;f;f;d;a
p;3.1;c;t;u;f;a;c;n;4.3;3.45;u;f;f;d;a
p;8.94;o;k;r;f;a;c;y;1.37;13.94;n;f;f;d;a
p;1.89;f;i;l;f;a;c;w;3.82;2.53;w;f;f;g;u
e;4.03;s;d;g;t;d;c;p;5.06;6.81;g;f;f;d;a
e;6.44;f;s;b;f;d;d;o;6.24;12.35;w;f;f;d;a
p;5.83;f;t;e;f;x;c;w;12.89;7.27;n;f;f;d;a
e;9.89;s;t;o;t;d;c;o;6.53;18.6;w;f;f;d;a
p;7.53;b;t;w;f;e;c;w;12.19;12.47;w;t;l;d;u
e;6.43;f;h;k;f;s;d;w;4.53;10.12;g;f;f;d;a
e;5.45;x;s;o;f;p;c;n;7.15;13.84;n;f;f;d;u
p;1.78;x;s;o;f;d;c;y;2.43;4.6;o;f;f;m;a
p;9.88;s;t;o;t;d;c;o;6.0;12.94;w;t;f;d;u
e;7.17;x;h;y;t;x;c;y;6.38;13.77;w;f;f;d;a
p;3.48;b;s;y;f;a;c;y;7.46;7.88;y;t;z;d;s
p;11.26;o;t;n;f;f;f;f;3.74;26.86;n;f;f;d;s
p;4.86;f;l;n;f;x;d;y;6.69;4.97;y;f;f;d;a
e;9.64;p;y;n;t;e;c;p;9.11;17.19;w;t;l;d;a
p;2.36;x;g;n;f;a;c;p;6.6;2.39;w;f;f;d;a
p;3.64;f;t;n;f;x;c;p;4.92;4.05;n;f;f;g;a
p;9.22;x;s;n;f;s;c;p;6.97;17.29;n;f;f;d;a
p;1.4;x;g;n;f;d;d;n;1.55;2.11;n;f;f;h;a
p;3.22;o;l;g;f;f;f;f;0.0;0.0;f;f;f;d;s
e;7.69;x;s;w;f;e;c;k;6.16;13.83;w;t;e;m;u
e;1.07;b;g;g;f;a;c;g;3.44;1.56;w;f;f;d;s
e;8.13;x;s;n;f;e;c;p;6.94;9.17;n;f;f;d;w
e;3.44;f;h;n;f;a;c;n;5.44;6.28;w;f;f;d;a
e;20.52;x;t;n;f;p;c;w;14.0;63.93;n;f;f;d;u
e;3.63;x;t;n;f;d;c;o;6.31;8.03;o;f;f;d;w
e;3.82;x;t;y;f;a;c;y;3.06;8.24;w;f;f;d;a
p;4.56;c;i;y;f;a;c;n;5.92;6.87;w;f;f;d;u
e;8.31;x;e;y;f;x;c;w;7.22;14.39;w;f;f;d;u
e;7.13;x;t;p;f;x;c;w;6.81;17.95;w;f;f;d;a
p;1.9;o;k;n;f;a;c;n;5.22;1.96;n;f;f;d;w
e;9.34;x;e;y;f;x;c;w;5.9;15.76;w;f;f;d;u
p;4.67;x;s;y;f;a;c;k;9.66;6.74;y;t;z;d;u
e;5.13;o;l;n;f;f;f;f;7.41;51.47;n;f;f;l;w
p;4.8;x;t;y;f;s;d;y;4.76;12.48;y;f;f;d;a
e;12.37;s;t;w;t;d;c;p;6.83;25.66;w;f;f;d;u
e;10.4;s;t;n;f;s;c;b;8.13;21.74;b;f;f;d;a
p;5.66;c;k;w;t;x;c;y;7.82;13.33;w;f;f;g;u
p;8.88;x;y;n;f;a;c;y;12.06;12.05;n;t;f;d;a
p;8.23;x;t;e;f;x;d;w;7.41;19.5;w;f;f;d;a
e;3.14;x;k;n;f;p;c;n;4.35;9.96;n;f;f;d;a
p;1.33;f;s;y;f;f;f;f;2.9;5.64;y;f;f;d;u
e;6.04;x;s;n;f;x;c;w;6.79;9.36;n;f;f;l;a
p;1.03;x;g;w;f;a;d;w;3.26;1.51;n;f;f;l;u
e;6.61;x;t;n;f;e;c;w;12.26;12.49;w;f;f;d;a
p;5.38;c;e;y;t;x;c;y;7.04;12.38;w;f;f;d;s
p;2.35;b;t;n;f;a;c;g;5.18;2.24;g;f;f;d;a
e;4.41;x;d;n;t;p;c;y;6.13;15.92;y;f;f;d;u
e;4.01;x;t;y;f;a;c;y;3.7;8.0;w;f;f;d;u
e;6.73;x;y;n;f;e;c;w;7.14;10.82;n;f;f;d;a
e;3.91;x;d;e;f;a;c;e;5.22;7.03;e;f;f;m;u
p;2.53;x;g;n;f;a;c;p;8.8;2.67;n;f;f;d;u
p;5.05;b;y;g;f;a;c;g;8.9;12.7;w;t;z;g;u
e;1.79;x;t;b;f;a;d;u;5.59;3.84;w;f;f;d;u
p;6.69;o;k;n;f;a;c;o;1.45;13.48;y;f;f;d;a
